account_id,tier,mrr,contract_start_date,contract_term_months,payment_method_age_days,payment_reliability_score,customer_health_score,licensed_users,actual_users,total_invoices,failed_payment_count,last_login_days_ago,support_tickets_90d,feature_adoption_pct,has_leakage,leakage_type,monthly_leakage_amount,estimated_annual_leakage,detection_difficulty,payment_failure_rate,user_utilization_ratio,days_since_contract_start,revenue_per_user,engagement_score,payment_risk,health_risk,engagement_risk,overutilization
ACC000580,Professional,299,2024-04-14,24,255,0.699,76.9,20,7,20,0,2,2,82.5,True,Failed_Payment_Retry,44.85,538.2,Easy,0.0,0.35,600,14.95,88.7,1,0,0,0
ACC000581,Business,799,2025-06-06,24,259,0.71,96.1,100,105,6,0,58,1,70.0,False,None,0.0,0.0,N/A,0.0,1.05,182,7.99,58.8,0,0,1,0
ACC000582,Starter,99,2025-01-03,12,299,0.819,78.5,5,4,11,0,45,0,89.1,True,Billing_System_Error,22.09,265.02,Medium,0.0,0.8,336,19.8,75.46,0,0,1,0
ACC000583,Starter,99,2025-07-19,12,145,0.397,95.0,5,5,4,0,63,3,74.1,False,None,0.0,0.0,N/A,0.0,1.0,139,19.8,59.25999999999999,1,0,1,0
ACC000584,Starter,99,2024-01-04,36,345,0.945,82.0,5,1,23,0,60,1,41.7,False,None,0.0,0.0,N/A,0.0,0.2,701,19.8,41.019999999999996,0,0,1,0
ACC000585,Starter,99,2024-11-18,36,5,0.014,79.6,5,5,12,2,13,0,38.7,False,None,0.0,0.0,N/A,0.16666666666666666,1.0,382,19.8,58.02000000000001,1,0,0,0
ACC000586,Starter,99,2024-06-22,12,136,0.373,88.0,5,4,17,1,46,0,82.1,False,None,0.0,0.0,N/A,0.058823529411764705,0.8,531,19.8,70.86,1,0,1,0
ACC000587,Professional,299,2024-07-21,24,24,0.066,82.2,20,23,16,2,51,0,75.7,False,None,0.0,0.0,N/A,0.125,1.15,502,14.95,65.02000000000001,1,0,1,1
ACC000588,Business,799,2025-07-16,36,288,0.789,87.7,100,84,4,0,24,5,59.5,False,None,0.0,0.0,N/A,0.0,0.84,142,7.99,66.1,0,0,0,0
ACC000589,Professional,299,2024-08-31,36,148,0.405,64.7,20,6,15,1,9,1,62.3,False,None,0.0,0.0,N/A,0.06666666666666667,0.3,461,14.95,73.78,1,0,0,0
ACC000590,Enterprise,2499,2024-08-07,36,231,0.633,80.7,500,424,16,1,70,0,54.1,True,Contract_Terms_Error,267.63,3211.53,Hard,0.0625,0.848,485,4.998,44.46,1,0,1,0
ACC000591,Starter,99,2024-11-24,36,349,0.956,89.4,5,2,12,0,78,2,35.0,False,None,0.0,0.0,N/A,0.0,0.4,376,19.8,29.8,0,0,1,0
ACC000592,Business,799,2025-05-08,12,50,0.137,83.8,100,70,7,0,50,4,41.0,False,None,0.0,0.0,N/A,0.0,0.7,211,7.99,44.599999999999994,1,0,1,0
ACC000593,Professional,299,2024-08-20,24,286,0.784,94.1,20,19,15,0,46,2,38.7,False,None,0.0,0.0,N/A,0.0,0.95,472,14.95,44.82000000000001,0,0,1,0
ACC000594,Professional,299,2025-04-12,12,309,0.847,85.6,20,11,7,0,65,2,78.6,False,None,0.0,0.0,N/A,0.0,0.55,237,14.95,61.16,0,0,1,0
ACC000595,Starter,99,2024-07-22,36,21,0.058,97.1,5,2,16,1,5,0,42.0,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0625,0.4,501,19.8,63.2,1,0,0,0
ACC000596,Starter,99,2025-07-29,12,171,0.468,56.4,5,5,4,0,60,2,50.0,False,None,0.0,0.0,N/A,0.0,1.0,129,19.8,46.0,1,1,1,0
ACC000597,Business,799,2024-03-24,24,77,0.211,67.2,100,117,20,1,77,1,94.1,False,None,0.0,0.0,N/A,0.05,1.17,621,7.99,65.66,1,0,1,1
ACC000598,Business,799,2024-03-28,12,168,0.46,78.1,100,115,20,2,78,1,64.9,False,None,0.0,0.0,N/A,0.1,1.15,617,7.99,47.74000000000001,1,0,1,1
ACC000599,Professional,299,2024-10-15,12,202,0.553,96.3,20,21,13,1,78,2,66.4,False,None,0.0,0.0,N/A,0.07692307692307693,1.05,416,14.95,48.64,1,0,1,0
ACC000600,Starter,99,2024-11-04,36,173,0.474,97.5,5,2,13,0,64,2,30.7,False,None,0.0,0.0,N/A,0.0,0.4,396,19.8,32.82,1,0,1,0
ACC000601,Professional,299,2024-04-03,36,251,0.688,86.6,20,22,20,0,90,3,74.2,False,None,0.0,0.0,N/A,0.0,1.1,611,14.95,48.52,1,0,1,0
ACC000602,Starter,99,2024-02-08,24,244,0.668,82.1,5,3,22,0,2,6,70.6,False,None,0.0,0.0,N/A,0.0,0.6,666,19.8,81.56,1,0,0,0
ACC000603,Professional,299,2024-08-25,24,345,0.945,81.9,20,19,15,0,14,2,38.5,False,None,0.0,0.0,N/A,0.0,0.95,467,14.95,57.5,0,0,0,0
ACC000604,Professional,299,2024-07-07,36,158,0.433,88.4,20,13,17,1,88,3,54.2,False,None,0.0,0.0,N/A,0.058823529411764705,0.65,516,14.95,37.32000000000001,1,0,1,0
ACC000605,Professional,299,2025-08-10,36,243,0.666,51.0,20,19,3,0,33,3,73.4,False,None,0.0,0.0,N/A,0.0,0.95,117,14.95,70.84,1,1,1,0
ACC000606,Starter,99,2024-01-23,36,117,0.321,85.1,5,5,22,2,6,0,70.8,True,Failed_Payment_Retry,14.85,178.2,Easy,0.09090909090909091,1.0,682,19.8,80.08,1,0,0,0
ACC000607,Professional,299,2024-01-18,24,88,0.241,77.0,20,20,22,4,67,0,52.3,True,Failed_Payment_Retry,44.85,538.2,Easy,0.18181818181818182,1.0,687,14.95,44.58,1,0,1,0
ACC000608,Professional,299,2023-12-12,24,76,0.208,86.0,20,18,24,4,87,3,65.8,True,Failed_Payment_Retry,44.85,538.2,Easy,0.16666666666666666,0.9,724,14.95,44.68,1,0,1,0
ACC000609,Business,799,2025-01-01,12,294,0.805,91.0,100,110,11,0,89,3,57.8,False,None,0.0,0.0,N/A,0.0,1.1,338,7.99,39.08,0,0,1,0
ACC000610,Professional,299,2025-05-17,12,10,0.027,82.0,20,18,6,0,56,5,56.2,True,Failed_Payment_Retry,44.85,538.2,Easy,0.0,0.9,202,14.95,51.32,1,0,1,0
ACC000611,Professional,299,2024-10-20,24,78,0.214,89.8,20,10,13,0,52,1,84.1,True,Billing_System_Error,18.73,224.73,Medium,0.0,0.5,411,14.95,69.66,1,0,1,0
ACC000612,Starter,99,2025-02-10,24,257,0.704,46.5,5,4,9,0,78,2,62.3,True,Downgrade_Not_Processed,39.6,475.2,Easy,0.0,0.8,298,19.8,46.17999999999999,0,1,1,0
ACC000613,Starter,99,2024-05-12,36,32,0.088,72.8,5,3,19,1,90,3,81.6,False,None,0.0,0.0,N/A,0.05263157894736842,0.6,572,19.8,52.959999999999994,1,0,1,0
ACC000614,Business,799,2025-04-18,36,107,0.293,86.5,100,95,7,0,71,1,82.2,False,None,0.0,0.0,N/A,0.0,0.95,231,7.99,60.92,1,0,1,0
ACC000615,Starter,99,2024-10-09,36,245,0.671,74.0,5,2,14,1,67,2,66.2,False,None,0.0,0.0,N/A,0.07142857142857142,0.4,422,19.8,52.92,1,0,1,0
ACC000616,Business,799,2024-08-17,24,89,0.244,88.4,100,64,15,0,58,3,66.2,True,Failed_Payment_Retry,119.85,1438.2,Easy,0.0,0.64,475,7.99,56.519999999999996,1,0,1,0
ACC000617,Starter,99,2024-03-10,24,280,0.767,76.2,5,5,21,0,45,2,64.7,False,None,0.0,0.0,N/A,0.0,1.0,635,19.8,60.82,0,0,1,0
ACC000618,Business,799,2024-12-10,36,248,0.679,69.6,100,47,12,0,24,4,58.0,True,Contract_Terms_Error,119.51,1434.13,Hard,0.0,0.47,360,7.99,65.2,1,0,0,0
ACC000619,Business,799,2024-12-28,24,286,0.784,95.7,100,108,11,0,38,1,68.3,True,Contract_Terms_Error,200.83,2410.0,Hard,0.0,1.08,342,7.99,65.78,0,0,1,0
ACC000620,Starter,99,2025-01-19,24,148,0.405,87.7,5,4,10,0,90,2,26.4,False,None,0.0,0.0,N/A,0.0,0.8,320,19.8,19.839999999999996,1,0,1,0
ACC000621,Professional,299,2025-02-06,36,361,0.989,52.9,20,14,10,0,62,2,73.3,False,None,0.0,0.0,N/A,0.0,0.7,302,14.95,59.18,0,1,1,0
ACC000622,Professional,299,2024-10-17,24,179,0.49,91.9,20,13,13,1,71,2,86.5,False,None,0.0,0.0,N/A,0.07692307692307693,0.65,414,14.95,63.5,1,0,1,0
ACC000623,Starter,99,2024-11-30,24,63,0.173,86.2,5,2,12,1,73,1,83.6,False,None,0.0,0.0,N/A,0.08333333333333333,0.4,370,19.8,60.959999999999994,1,0,1,0
ACC000624,Professional,299,2024-02-28,24,203,0.556,89.9,20,10,21,1,44,3,65.8,False,None,0.0,0.0,N/A,0.047619047619047616,0.5,646,14.95,61.879999999999995,1,0,1,0
ACC000625,Enterprise,2499,2025-04-10,24,22,0.06,88.8,500,359,7,1,36,4,81.3,True,Contract_Terms_Error,594.83,7137.93,Hard,0.14285714285714285,0.718,239,4.998,74.38,1,0,1,0
ACC000626,Starter,99,2025-06-18,24,227,0.622,80.1,5,3,5,0,83,3,86.8,False,None,0.0,0.0,N/A,0.0,0.6,170,19.8,58.879999999999995,1,0,1,0
ACC000627,Business,799,2024-12-18,36,246,0.674,98.0,100,55,11,0,27,2,58.1,False,None,0.0,0.0,N/A,0.0,0.55,352,7.99,64.06,1,0,0,0
ACC000628,Professional,299,2025-02-12,36,139,0.381,50.9,20,22,9,1,71,0,76.8,False,None,0.0,0.0,N/A,0.1111111111111111,1.1,296,14.95,57.68,1,1,1,0
ACC000629,Business,799,2024-12-02,12,56,0.153,90.0,100,87,12,2,78,0,48.9,False,None,0.0,0.0,N/A,0.16666666666666666,0.87,368,7.99,38.14,1,0,1,0
ACC000630,Professional,299,2024-01-15,12,125,0.342,81.7,20,14,23,4,6,0,64.0,False,None,0.0,0.0,N/A,0.17391304347826086,0.7,690,14.95,76.0,1,0,0,0
ACC000631,Professional,299,2024-03-12,12,327,0.896,66.8,20,18,21,0,29,1,71.8,False,None,0.0,0.0,N/A,0.0,0.9,633,14.95,71.48,0,0,0,0
ACC000632,Professional,299,2025-07-15,12,212,0.581,87.1,20,19,4,0,42,1,53.5,False,None,0.0,0.0,N/A,0.0,0.95,143,14.95,55.300000000000004,1,0,1,0
ACC000633,Business,799,2024-05-11,12,349,0.956,92.7,100,75,19,0,17,2,93.7,False,None,0.0,0.0,N/A,0.0,0.75,573,7.99,89.42,0,0,0,0
ACC000634,Starter,99,2025-09-01,36,81,0.222,81.0,5,2,3,0,52,3,69.3,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,0.4,95,19.8,60.78,1,0,1,0
ACC000635,Professional,299,2024-05-07,24,334,0.915,88.5,20,11,19,0,25,1,62.0,True,Expired_Payment_Method,299.0,3588.0,Easy,0.0,0.55,577,14.95,67.19999999999999,0,0,0,0
ACC000636,Professional,299,2024-11-16,24,147,0.403,84.8,20,13,12,0,82,2,78.0,False,None,0.0,0.0,N/A,0.0,0.65,384,14.95,54.0,1,0,1,0
ACC000637,Professional,299,2025-07-08,12,334,0.915,67.2,20,10,5,0,73,3,71.0,False,None,0.0,0.0,N/A,0.0,0.5,150,14.95,53.400000000000006,0,0,1,0
ACC000638,Starter,99,2025-01-12,36,20,0.055,93.3,5,4,10,1,22,1,71.7,False,None,0.0,0.0,N/A,0.1,0.8,327,19.8,74.22,1,0,0,0
ACC000639,Starter,99,2024-07-06,12,19,0.052,79.5,5,3,17,2,50,1,80.7,True,Failed_Payment_Retry,14.85,178.2,Easy,0.11764705882352941,0.6,517,19.8,68.42,1,0,1,0
ACC000640,Starter,99,2024-04-17,12,149,0.408,65.9,5,4,19,1,4,3,47.2,False,None,0.0,0.0,N/A,0.05263157894736842,0.8,597,19.8,66.72,1,0,0,0
ACC000641,Professional,299,2025-08-28,24,291,0.797,92.5,20,14,3,0,77,1,63.6,True,Billing_System_Error,35.16,421.88,Medium,0.0,0.7,99,14.95,47.36,0,0,1,0
ACC000642,Professional,299,2025-05-20,24,146,0.4,92.5,20,8,6,0,58,4,48.8,False,None,0.0,0.0,N/A,0.0,0.4,199,14.95,46.08,1,0,1,0
ACC000643,Starter,99,2024-02-28,36,253,0.693,88.1,5,5,21,0,17,0,83.4,False,None,0.0,0.0,N/A,0.0,1.0,646,19.8,83.24000000000001,1,0,0,0
ACC000644,Business,799,2024-04-08,24,140,0.384,90.2,100,47,20,2,24,2,63.4,False,None,0.0,0.0,N/A,0.1,0.47,606,7.99,68.44,1,0,0,0
ACC000645,Business,799,2025-05-14,24,84,0.23,77.7,100,45,6,0,58,4,79.8,False,None,0.0,0.0,N/A,0.0,0.45,205,7.99,64.67999999999999,1,0,1,0
ACC000646,Business,799,2024-12-17,36,96,0.263,74.3,100,75,11,0,1,1,68.0,False,None,0.0,0.0,N/A,0.0,0.75,353,7.99,80.4,1,0,0,0
ACC000647,Business,799,2024-09-26,24,291,0.797,57.9,100,48,14,0,86,6,73.9,True,Billing_System_Error,77.35,928.24,Medium,0.0,0.48,435,7.99,49.940000000000005,0,1,1,0
ACC000648,Enterprise,2499,2025-02-21,12,313,0.858,93.2,500,308,9,0,81,2,84.2,False,None,0.0,0.0,N/A,0.0,0.616,287,4.998,58.120000000000005,0,0,1,0
ACC000649,Business,799,2024-07-18,24,264,0.723,80.1,100,119,16,0,41,0,55.0,True,Billing_System_Error,100.19,1202.32,Medium,0.0,1.19,505,7.99,56.6,0,0,1,1
ACC000650,Business,799,2025-06-10,24,343,0.94,61.4,100,66,5,0,12,2,42.5,False,None,0.0,0.0,N/A,0.0,0.66,178,7.99,60.7,0,0,0,0
ACC000651,Starter,99,2025-03-01,12,245,0.671,91.9,5,3,9,0,41,2,71.4,False,None,0.0,0.0,N/A,0.0,0.6,279,19.8,66.44,1,0,1,0
ACC000652,Starter,99,2024-12-26,12,134,0.367,87.0,5,3,11,1,49,2,60.4,False,None,0.0,0.0,N/A,0.09090909090909091,0.6,344,19.8,56.64,1,0,1,0
ACC000653,Starter,99,2025-01-08,24,137,0.375,88.2,5,4,11,1,42,0,58.1,False,None,0.0,0.0,N/A,0.09090909090909091,0.8,331,19.8,58.06,1,0,1,0
ACC000654,Starter,99,2024-11-01,36,294,0.805,82.6,5,3,13,0,1,0,71.3,False,None,0.0,0.0,N/A,0.0,0.6,399,19.8,82.38,0,0,0,0
ACC000655,Starter,99,2024-12-13,36,185,0.507,90.7,5,5,11,0,88,2,66.8,False,None,0.0,0.0,N/A,0.0,1.0,357,19.8,44.879999999999995,1,0,1,0
ACC000656,Starter,99,2025-01-08,12,342,0.937,53.9,5,4,11,0,15,0,82.0,False,None,0.0,0.0,N/A,0.0,0.8,331,19.8,83.19999999999999,0,1,0,0
ACC000657,Starter,99,2024-05-18,24,82,0.225,81.2,5,3,18,1,51,1,65.4,False,None,0.0,0.0,N/A,0.05555555555555555,0.6,566,19.8,58.84,1,0,1,0
ACC000658,Professional,299,2024-04-10,36,160,0.438,42.7,20,16,20,2,88,0,56.6,True,Failed_Payment_Retry,44.85,538.2,Easy,0.1,0.8,604,14.95,38.760000000000005,1,1,1,0
ACC000659,Enterprise,2499,2025-05-09,36,152,0.416,88.9,500,523,7,1,47,3,37.0,False,None,0.0,0.0,N/A,0.14285714285714285,1.046,210,4.998,43.400000000000006,1,0,1,0
ACC000660,Business,799,2023-12-17,12,113,0.31,76.7,100,41,23,4,17,3,69.8,False,None,0.0,0.0,N/A,0.17391304347826086,0.41,719,7.99,75.08,1,0,0,0
ACC000661,Professional,299,2024-05-05,12,233,0.638,81.1,20,19,19,1,77,2,71.7,False,None,0.0,0.0,N/A,0.05263157894736842,0.95,579,14.95,52.220000000000006,1,0,1,0
ACC000662,Business,799,2024-08-20,24,360,0.986,74.8,100,118,15,0,70,4,56.5,False,None,0.0,0.0,N/A,0.0,1.18,472,7.99,45.9,0,0,1,1
ACC000663,Starter,99,2024-05-12,36,341,0.934,85.6,5,1,19,0,27,5,53.9,True,Expired_Payment_Method,99.0,1188.0,Easy,0.0,0.2,572,19.8,61.54,0,0,0,0
ACC000664,Starter,99,2024-12-27,36,306,0.838,65.2,5,4,11,0,10,5,83.7,True,Billing_System_Error,22.65,271.84,Medium,0.0,0.8,343,19.8,86.22,0,0,0,0
ACC000665,Professional,299,2024-03-17,24,271,0.742,83.9,20,17,20,1,90,2,69.1,False,None,0.0,0.0,N/A,0.05,0.85,628,14.95,45.459999999999994,0,0,1,0
ACC000666,Business,799,2024-09-01,12,289,0.792,97.8,100,45,15,0,14,4,88.9,False,None,0.0,0.0,N/A,0.0,0.45,460,7.99,87.74000000000001,0,0,0,0
ACC000667,Starter,99,2025-07-05,36,259,0.71,76.7,5,4,5,0,25,1,75.5,True,Billing_System_Error,20.5,245.99,Medium,0.0,0.8,153,19.8,75.3,0,0,0,0
ACC000668,Business,799,2024-01-29,36,77,0.211,87.6,100,119,22,1,21,2,52.6,False,None,0.0,0.0,N/A,0.045454545454545456,1.19,676,7.99,63.16,1,0,0,1
ACC000669,Professional,299,2024-10-06,36,227,0.622,72.2,20,20,14,0,14,3,67.7,False,None,0.0,0.0,N/A,0.0,1.0,425,14.95,75.02,1,0,0,0
ACC000670,Starter,99,2025-02-08,36,299,0.819,85.8,5,4,10,0,62,2,62.8,False,None,0.0,0.0,N/A,0.0,0.8,300,19.8,52.88,0,0,1,0
ACC000671,Professional,299,2025-06-05,36,229,0.627,93.0,20,7,6,0,7,3,49.2,False,None,0.0,0.0,N/A,0.0,0.35,183,14.95,66.72,1,0,0,0
ACC000672,Professional,299,2024-05-30,12,263,0.721,83.2,20,6,18,1,53,3,72.0,False,None,0.0,0.0,N/A,0.05555555555555555,0.3,554,14.95,62.0,0,0,1,0
ACC000673,Starter,99,2024-05-27,36,30,0.082,82.8,5,2,18,0,71,3,73.2,False,None,0.0,0.0,N/A,0.0,0.4,557,19.8,55.52,1,0,1,0
ACC000674,Starter,99,2024-05-21,36,158,0.433,75.4,5,5,18,0,2,0,76.8,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,1.0,563,19.8,85.28,1,0,0,0
ACC000675,Starter,99,2024-07-28,24,2,0.005,63.4,5,5,16,2,27,3,48.2,False,None,0.0,0.0,N/A,0.125,1.0,495,19.8,58.120000000000005,1,0,0,0
ACC000676,Starter,99,2024-01-23,12,24,0.066,86.7,5,3,22,5,54,0,63.7,False,None,0.0,0.0,N/A,0.22727272727272727,0.6,682,19.8,56.620000000000005,1,0,1,0
ACC000677,Business,799,2024-09-19,36,33,0.09,88.1,100,70,14,1,69,2,56.8,True,Failed_Payment_Retry,119.85,1438.2,Easy,0.07142857142857142,0.7,442,7.99,46.48,1,0,1,0
ACC000678,Starter,99,2025-07-07,12,242,0.663,89.9,5,5,5,0,4,0,61.2,False,None,0.0,0.0,N/A,0.0,1.0,151,19.8,75.12,1,0,0,0
ACC000679,Professional,299,2024-11-17,24,93,0.255,54.9,20,12,12,0,17,3,68.8,False,None,0.0,0.0,N/A,0.0,0.6,383,14.95,74.47999999999999,1,1,0,0
ACC000680,Starter,99,2024-07-03,24,196,0.537,61.4,5,4,17,0,57,2,83.5,False,None,0.0,0.0,N/A,0.0,0.8,520,19.8,67.3,1,0,1,0
ACC000681,Business,799,2024-08-16,24,42,0.115,66.2,100,44,15,3,87,1,79.7,False,None,0.0,0.0,N/A,0.2,0.44,476,7.99,53.02,1,0,1,0
ACC000682,Starter,99,2024-03-03,12,335,0.918,81.9,5,5,21,0,44,3,48.8,False,None,0.0,0.0,N/A,0.0,1.0,642,19.8,51.68,0,0,1,0
ACC000683,Starter,99,2025-05-08,12,276,0.756,90.9,5,5,7,0,50,0,81.5,False,None,0.0,0.0,N/A,0.0,1.0,211,19.8,68.9,0,0,1,0
ACC000684,Professional,299,2024-03-14,12,115,0.315,88.0,20,23,21,2,0,1,64.9,False,None,0.0,0.0,N/A,0.09523809523809523,1.15,631,14.95,78.94,1,0,0,1
ACC000685,Starter,99,2025-08-14,24,238,0.652,83.5,5,5,3,0,86,3,47.0,False,None,0.0,0.0,N/A,0.0,1.0,113,19.8,33.8,1,0,1,0
ACC000686,Professional,299,2024-02-27,24,273,0.748,88.3,20,23,21,0,48,2,77.3,False,None,0.0,0.0,N/A,0.0,1.15,647,14.95,67.17999999999999,0,0,1,1
ACC000687,Starter,99,2025-01-14,12,236,0.647,76.1,5,2,10,0,44,3,80.6,False,None,0.0,0.0,N/A,0.0,0.4,325,19.8,70.75999999999999,1,0,1,0
ACC000688,Starter,99,2025-04-01,24,97,0.266,89.9,5,3,8,0,14,2,67.3,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,0.6,248,19.8,74.78,1,0,0,0
ACC000689,Starter,99,2025-08-05,36,215,0.589,55.9,5,5,4,0,78,5,67.1,False,None,0.0,0.0,N/A,0.0,1.0,122,19.8,49.06,1,1,1,0
ACC000690,Professional,299,2025-08-21,12,106,0.29,91.1,20,20,3,0,8,3,40.7,False,None,0.0,0.0,N/A,0.0,1.0,106,14.95,61.220000000000006,1,0,0,0
ACC000691,Professional,299,2025-05-26,36,18,0.049,84.1,20,10,6,0,57,1,61.9,False,None,0.0,0.0,N/A,0.0,0.5,193,14.95,54.34,1,0,1,0
ACC000692,Starter,99,2024-01-03,36,361,0.989,83.8,5,3,23,0,6,1,43.6,True,Billing_System_Error,16.34,196.11,Medium,0.0,0.6,702,19.8,63.760000000000005,0,0,0,0
ACC000693,Professional,299,2024-12-30,36,23,0.063,88.5,20,16,11,1,51,3,76.9,False,None,0.0,0.0,N/A,0.09090909090909091,0.8,340,14.95,65.74000000000001,1,0,1,0
ACC000694,Professional,299,2024-06-14,12,277,0.759,67.9,20,16,17,0,27,1,65.3,False,None,0.0,0.0,N/A,0.0,0.8,539,14.95,68.38,0,0,0,0
ACC000695,Professional,299,2025-07-11,12,258,0.707,81.1,20,14,4,0,37,4,66.9,True,Billing_System_Error,66.15,793.77,Medium,0.0,0.7,147,14.95,65.34,0,0,1,0
ACC000696,Professional,299,2025-01-10,36,295,0.808,84.0,20,21,10,0,40,1,68.9,False,None,0.0,0.0,N/A,0.0,1.05,329,14.95,65.34,0,0,1,0
ACC000697,Professional,299,2024-01-24,36,345,0.945,83.1,20,22,22,0,41,2,48.6,False,None,0.0,0.0,N/A,0.0,1.1,681,14.95,52.760000000000005,0,0,1,0
ACC000698,Professional,299,2025-01-07,24,74,0.203,61.2,20,20,11,0,84,3,62.0,True,Billing_System_Error,23.37,280.46,Medium,0.0,1.0,332,14.95,43.599999999999994,1,0,1,0
ACC000699,Starter,99,2024-03-22,12,212,0.581,74.5,5,5,20,1,38,1,64.2,False,None,0.0,0.0,N/A,0.05,1.0,623,19.8,63.32000000000001,1,0,1,0
ACC000700,Business,799,2024-11-29,12,286,0.784,90.0,100,113,12,0,75,0,78.4,False,None,0.0,0.0,N/A,0.0,1.13,371,7.99,57.04,0,0,1,1
ACC000701,Business,799,2025-03-11,36,348,0.953,79.2,100,48,8,0,54,2,74.6,False,None,0.0,0.0,N/A,0.0,0.48,269,7.99,63.16,0,0,1,0
ACC000702,Business,799,2024-02-15,24,25,0.068,64.2,100,72,21,5,44,1,55.2,False,None,0.0,0.0,N/A,0.23809523809523808,0.72,659,7.99,55.519999999999996,1,0,1,0
ACC000703,Professional,299,2024-08-12,36,164,0.449,37.3,20,6,16,2,89,2,58.1,False,None,0.0,0.0,N/A,0.125,0.3,480,14.95,39.26,1,1,1,0
ACC000704,Starter,99,2024-07-07,24,77,0.211,80.9,5,2,17,1,38,3,88.0,False,None,0.0,0.0,N/A,0.058823529411764705,0.4,516,19.8,77.6,1,0,1,0
ACC000705,Starter,99,2024-08-17,12,276,0.756,78.7,5,5,15,0,60,3,83.0,True,Billing_System_Error,23.4,280.82,Medium,0.0,1.0,475,19.8,65.8,0,0,1,0
ACC000706,Starter,99,2025-01-03,12,154,0.422,78.0,5,2,11,1,90,4,68.3,False,None,0.0,0.0,N/A,0.09090909090909091,0.4,336,19.8,44.98,1,0,1,0
ACC000707,Professional,299,2025-04-12,24,30,0.082,95.7,20,13,7,0,71,1,34.4,False,None,0.0,0.0,N/A,0.0,0.65,237,14.95,32.239999999999995,1,0,1,0
ACC000708,Professional,299,2024-07-11,24,286,0.784,82.2,20,10,17,0,67,1,87.6,False,None,0.0,0.0,N/A,0.0,0.5,512,14.95,65.75999999999999,0,0,1,0
ACC000709,Business,799,2025-04-22,24,125,0.342,67.6,100,84,7,0,32,1,49.2,False,None,0.0,0.0,N/A,0.0,0.84,227,7.99,56.72,1,0,1,0
ACC000710,Professional,299,2025-02-10,24,332,0.91,87.5,20,20,9,0,10,2,31.9,True,Expired_Payment_Method,299.0,3588.0,Easy,0.0,1.0,298,14.95,55.14,0,0,0,0
ACC000711,Starter,99,2024-06-03,24,48,0.132,93.2,5,5,18,2,68,3,41.0,False,None,0.0,0.0,N/A,0.1111111111111111,1.0,550,19.8,37.4,1,0,1,0
ACC000712,Business,799,2025-02-23,12,138,0.378,83.3,100,61,9,1,48,0,80.8,False,None,0.0,0.0,N/A,0.1111111111111111,0.61,285,7.99,69.28,1,0,1,0
ACC000713,Enterprise,2499,2023-12-27,36,21,0.058,86.4,500,418,23,4,9,1,62.0,False,None,0.0,0.0,N/A,0.17391304347826086,0.836,709,4.998,73.6,1,0,0,0
ACC000714,Professional,299,2025-02-26,36,344,0.942,93.7,20,23,9,0,71,2,48.3,True,Usage_Overage_Unbilled,44.85,538.2,Medium,0.0,1.15,282,14.95,40.58,0,0,1,1
ACC000715,Starter,99,2025-01-27,24,107,0.293,84.6,5,4,10,1,42,3,73.0,False,None,0.0,0.0,N/A,0.1,0.8,312,19.8,67.0,1,0,1,0
ACC000716,Professional,299,2024-10-31,12,109,0.299,96.8,20,16,13,1,24,0,56.4,True,Failed_Payment_Retry,44.85,538.2,Easy,0.07692307692307693,0.8,400,14.95,64.24,1,0,0,0
ACC000717,Starter,99,2025-05-09,36,246,0.674,76.6,5,4,7,0,31,1,57.4,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,0.8,210,19.8,62.04,1,0,1,0
ACC000718,Starter,99,2023-12-28,36,105,0.288,93.9,5,4,23,2,50,1,72.0,False,None,0.0,0.0,N/A,0.08695652173913043,0.8,708,19.8,63.199999999999996,1,0,1,0
ACC000719,Starter,99,2025-01-04,36,165,0.452,90.2,5,3,11,1,36,3,49.7,False,None,0.0,0.0,N/A,0.09090909090909091,0.6,335,19.8,55.42,1,0,1,0
ACC000720,Starter,99,2024-08-13,24,274,0.751,77.8,5,1,15,0,83,2,87.5,True,Billing_System_Error,14.81,177.66,Medium,0.0,0.2,479,19.8,59.3,0,0,1,0
ACC000721,Business,799,2024-09-04,24,134,0.367,88.8,100,108,15,2,46,1,89.7,False,None,0.0,0.0,N/A,0.13333333333333333,1.08,457,7.99,75.42,1,0,1,0
ACC000722,Starter,99,2024-03-30,24,239,0.655,79.9,5,2,20,0,12,2,59.3,False,None,0.0,0.0,N/A,0.0,0.4,615,19.8,70.78,1,0,0,0
ACC000723,Starter,99,2024-05-14,24,105,0.288,82.1,5,4,19,3,47,2,73.5,False,None,0.0,0.0,N/A,0.15789473684210525,0.8,570,19.8,65.30000000000001,1,0,1,0
ACC000724,Starter,99,2024-10-21,24,24,0.066,57.0,5,5,13,2,72,3,88.8,True,Billing_System_Error,19.14,229.68,Medium,0.15384615384615385,1.0,410,19.8,64.47999999999999,1,1,1,0
ACC000725,Starter,99,2025-01-23,36,75,0.205,70.4,5,4,10,2,2,4,59.3,False,None,0.0,0.0,N/A,0.2,0.8,316,19.8,74.78,1,0,0,0
